400	0.201022
401	0.201562
402	0.202055
403	0.202569
404	0.203031
405	0.203556
406	0.203961
407	0.204433
408	0.20485
409	0.205251
410	0.205665
411	0.206078
412	0.206463
413	0.206848
414	0.20723
415	0.207535
416	0.20789
417	0.208239
418	0.208543
419	0.208863
420	0.209193
421	0.209509
422	0.209756
423	0.210102
424	0.210366
425	0.210675
426	0.21098
427	0.21126
428	0.211549
429	0.211869
430	0.212179
431	0.212502
432	0.212816
433	0.213178
434	0.213491
435	0.213852
436	0.214222
437	0.214579
438	0.214908
439	0.215265
440	0.215599
441	0.215969
442	0.216295
443	0.216639
444	0.216978
445	0.217291
446	0.217591
447	0.217918
448	0.218192
449	0.218539
450	0.218801
451	0.219122
452	0.219407
453	0.219649
454	0.219949
455	0.220163
456	0.220433
457	0.22066
458	0.220912
459	0.221103
460	0.221296
461	0.221513
462	0.221718
463	0.221876
464	0.222047
465	0.222209
466	0.222332
467	0.222458
468	0.222562
469	0.222632
470	0.222695
471	0.222754
472	0.222828
473	0.222874
474	0.222873
475	0.222908
476	0.222937
477	0.222966
478	0.222984
479	0.222997
480	0.223034
481	0.223065
482	0.223146
483	0.223196
484	0.22324
485	0.223325
486	0.223405
487	0.223529
488	0.223643
489	0.223749
490	0.223881
491	0.224025
492	0.224159
493	0.224285
494	0.224459
495	0.224624
496	0.224788
497	0.224926
498	0.225126
499	0.225309
500	0.225504
501	0.225687
502	0.225861
503	0.22608
504	0.226232
505	0.226456
506	0.226652
507	0.22685
508	0.227097
509	0.227293
510	0.22749
511	0.227731
512	0.227923
513	0.228141
514	0.228378
515	0.228614
516	0.228831
517	0.229066
518	0.229308
519	0.229533
520	0.229762
521	0.230047
522	0.230301
523	0.230585
524	0.230809
525	0.231105
526	0.231345
527	0.231611
528	0.23189
529	0.232154
530	0.232362
531	0.232615
532	0.232865
533	0.233088
534	0.233326
535	0.233546
536	0.233764
537	0.23399
538	0.234246
539	0.234451
540	0.23465
541	0.234897
542	0.235101
543	0.23529
544	0.235524
545	0.235769
546	0.235945
547	0.236187
548	0.236402
549	0.236563
550	0.23679
551	0.236999
552	0.237215
553	0.237415
554	0.237609
555	0.23782
556	0.238013
557	0.238204
558	0.238416
559	0.2386
560	0.238797
561	0.238985
562	0.239147
563	0.239342
564	0.239536
565	0.239684
566	0.239902
567	0.240053
568	0.240254
569	0.240429
570	0.240604
571	0.24078
572	0.240949
573	0.241155
574	0.241292
575	0.24149
576	0.241647
577	0.241827
578	0.242
579	0.242197
580	0.242409
581	0.242577
582	0.242757
583	0.242949
584	0.243151
585	0.243363
586	0.243531
587	0.243709
588	0.243927
589	0.244125
590	0.244275
591	0.244463
592	0.24461
593	0.244813
594	0.244972
595	0.245136
596	0.245316
597	0.245496
598	0.24571
599	0.245857
600	0.246087
601	0.24627
602	0.246469
603	0.246744
604	0.246959
605	0.247198
606	0.247447
607	0.247703
608	0.247918
609	0.248168
610	0.248445
611	0.248732
612	0.248953
613	0.249252
614	0.249483
615	0.249792
616	0.250038
617	0.250357
618	0.25061
619	0.250868
620	0.251202
621	0.251465
622	0.251799
623	0.252067
624	0.252361
625	0.2527
626	0.252973
627	0.253267
628	0.253606
629	0.2539
630	0.254221
631	0.254511
632	0.254795
633	0.255129
634	0.255421
635	0.255738
636	0.256025
637	0.256314
638	0.256657
639	0.256946
640	0.257285
641	0.257588
642	0.257937
643	0.258236
644	0.25859
645	0.258894
646	0.259254
647	0.259563
648	0.259922
649	0.260233
650	0.260598
651	0.260913
652	0.261296
653	0.261612
654	0.261927
655	0.262298
656	0.262635
657	0.263001
658	0.263343
659	0.263671
660	0.26404
661	0.264381
662	0.26478
663	0.265115
664	0.265496
665	0.265835
666	0.266215
667	0.26655
668	0.266884
669	0.267268
670	0.267586
671	0.267952
672	0.268274
673	0.268641
674	0.26894
675	0.269261
676	0.26961
677	0.269914
678	0.27023
679	0.270596
680	0.270916
681	0.271278
682	0.271597
683	0.271933
684	0.272316
685	0.272647
686	0.272979
687	0.27336
688	0.273691
689	0.274022
690	0.274424
691	0.274755
692	0.275086
693	0.27542
694	0.275801
695	0.276153
696	0.276479
697	0.276813
698	0.277198
699	0.277529
700	0.277858
701	0.278193
702	0.278541
703	0.278926
704	0.27926
705	0.279595
706	0.279929
707	0.280281
708	0.280616
709	0.28095
710	0.281284
711	0.281667
712	0.282002
713	0.282357
714	0.282687
715	0.283025
716	0.283313
717	0.283647
718	0.283987
719	0.28433
720	0.28467
721	0.28501
722	0.285355
723	0.285646
724	0.285992
725	0.286326
726	0.286627
727	0.286978
728	0.28733
729	0.287633
730	0.28799
731	0.288286
732	0.288648
733	0.288957
734	0.289271
735	0.289644
736	0.289941
737	0.290265
738	0.290589
739	0.29096
740	0.291289
741	0.291615
742	0.291945
743	0.292276
744	0.29263
745	0.292962
746	0.293304
747	0.293641
748	0.294003
749	0.294352
750	0.29465
751	0.295001
752	0.295374
753	0.295681
754	0.296042
755	0.296354
756	0.296744
757	0.297062
758	0.297431
759	0.297772
760	0.2981
761	0.298448
762	0.298849
763	0.299184
764	0.29954
765	0.299898
766	0.300261
767	0.300623
768	0.300987
